path_idx,request_id,start_time,travel_time,num_nodes,num_edges,time_per_edge
520,541,0,304.379094397483,50,49,6.21
521,542,0,435.19107899933755,82,81,5.37
522,543,0,486.4698288142681,112,111,4.38
523,544,0,781.6731594800949,120,119,6.57
524,545,0,326.5313892265811,80,79,4.13
525,546,0,196.6719289274122,35,34,5.78
526,547,0,884.4061490995234,152,151,5.86
527,548,0,349.3877061167835,83,82,4.26
528,549,0,301.4077544808388,43,42,7.18
529,550,0,291.55372029542923,61,60,4.86
530,552,0,1907.8777476718642,154,153,12.47
531,553,0,138.72006404399872,42,41,3.38
532,554,0,361.6070208954089,68,67,5.40
533,555,0,490.42590419472714,52,51,9.62
534,556,0,479.23002193117696,102,101,4.74
535,557,0,755.9672264988591,124,123,6.15
536,558,0,640.8473555362741,116,115,5.57
537,559,0,287.1335247615135,39,38,7.56
538,560,0,598.4355767184464,77,76,7.87
539,562,0,451.08255042217525,63,62,7.28
540,563,0,589.0086799505673,86,85,6.93
541,564,0,505.80649092930366,72,71,7.12
542,565,0,465.4670630448696,89,88,5.29
543,566,0,681.4253161999843,113,112,6.08
544,567,0,694.9663932238723,117,116,5.99
545,568,0,782.3509372822514,125,124,6.31
546,569,0,434.07322909317486,102,101,4.30
547,570,0,376.4441758377467,62,61,6.17
548,571,0,491.8186106085777,82,81,6.07
549,572,0,475.4047819375992,69,68,6.99
550,573,0,1208.270849893546,172,171,7.07
551,574,0,301.9239326505646,63,62,4.87
552,575,0,816.3681491081118,111,110,7.42
553,576,0,793.977182430593,126,125,6.35
554,577,0,570.9952148795128,98,97,5.89
555,578,0,186.065933713282,44,43,4.33
556,579,0,697.7328751594684,100,99,7.05
557,580,0,903.1736577836662,159,158,5.72
558,581,0,381.8384703485722,94,93,4.11
559,582,0,764.8558312782243,129,128,5.98
560,583,0,594.4758160870952,54,53,11.22
561,584,0,347.38511216044526,70,69,5.03
562,585,0,309.002348795496,41,40,7.73
563,586,0,278.983040652196,47,46,6.06
564,587,0,189.30196275176536,46,45,4.21
565,588,0,525.1184174471352,69,68,7.72
566,589,0,463.5680308830734,81,80,5.79
567,590,0,681.0501941203498,73,72,9.46
568,591,0,408.6389521956444,69,68,6.01
569,592,0,920.7275326788066,180,179,5.14
570,593,0,59.309050009564174,20,19,3.12
571,594,0,422.93274047657906,72,71,5.96
572,595,0,418.7077092264866,84,83,5.04
573,596,0,293.74750640074757,65,64,4.59
574,597,0,335.25241584455586,53,52,6.45
575,598,0,157.87802015985005,29,28,5.64
576,599,0,516.554508591511,58,57,9.06
577,600,0,261.5461448580742,59,58,4.51
578,601,0,430.56791795596075,74,73,5.90
579,602,0,579.1344252003788,121,120,4.83
580,603,0,339.74041107293687,78,77,4.41
581,604,0,739.9205619209554,148,147,5.03
582,605,0,613.31487203763,94,93,6.59
583,606,0,526.4713584088918,110,109,4.83
584,607,0,625.7113526725209,148,147,4.26
585,608,0,299.87160653325543,48,47,6.38
586,609,0,246.58910715579987,56,55,4.48
587,610,0,545.1447434180614,72,71,7.68
588,611,0,765.2174184535714,107,106,7.22
589,612,0,738.7029594434746,165,164,4.50
590,613,0,319.8023299225654,47,46,6.95
591,614,0,200.23115489554945,44,43,4.66
592,615,0,939.5014314611942,128,127,7.40
593,616,0,719.7593031482534,131,130,5.54
594,618,0,1069.1315861463409,151,150,7.13
595,619,0,283.5418985709548,62,61,4.65
596,620,0,1023.7677079505387,153,152,6.74
597,621,0,968.4672414616392,136,135,7.17
598,622,0,158.69587588310242,33,32,4.96
599,623,0,552.4979195049079,86,85,6.50
600,624,0,258.4827101879951,42,41,6.30
601,625,0,716.3272060086169,98,97,7.38
602,626,0,330.8059888867055,65,64,5.17
603,627,0,282.35655823187943,47,46,6.14
604,628,0,1397.3418504090341,143,142,9.84
605,629,0,182.46124517917633,41,40,4.56
606,630,0,378.7715772523245,66,65,5.83
607,631,0,467.59491688455387,95,94,4.97
608,632,0,192.8132632730189,65,64,3.01
609,633,0,576.532879296068,114,113,5.10
610,634,0,691.9397637330953,113,112,6.18
611,635,0,505.6981245663721,94,93,5.44
612,636,0,490.6226914525032,89,88,5.58
613,637,0,465.1080717529972,69,68,6.84
614,638,0,506.19914024343507,90,89,5.69
